00,0010100001
01,0010100001
02,0010100001
03,0010100001
04,0001000110
05,0000110011
06,0010010111
07,0010100001
08,0010100001
09,0010100001
0A,0010100001
0B,0010100001
0C,0001001010
0D,0000110111
0E,0010011100
0F,0010100001
10,0010100001
11,0010100001
12,0010100001
13,0010100001
14,0010100001
15,0010100001
16,0010100001
17,0010110110
18,0010100001
19,0010100001
1A,0010100001
1B,0010100001
1C,0010100001
1D,0010100001
1E,0010100001
1F,0010111001
20,0010100001
21,0010100001
22,0010100001
23,0010100001
24,0010100001
25,0010100001
26,0010100001
27,0010100001
28,0010100001
29,0010100001
2A,0010100001
2B,0010100001
2C,0010100001
2D,0010100001
2E,0010100001
2F,0000101100
30,0010100001
31,0010100001
32,0011000111
33,0010100001
34,0010100001
35,0010100001
36,0010100001
37,0010100001
38,0010100001
39,0010100001
3A,0001111001
3B,0010100001
3C,0001000010
3D,0000101111
3E,0010010010
3F,0010100001
40,0010100001
41,0010001100
42,0010100001
43,0010100001
44,0010100001
45,0010100001
46,0010100001
47,0010001010
48,0010010000
49,0010100001
4A,0010100001
4B,0010100001
4C,0010100001
4D,0010100001
4E,0010100001
4F,0010001110
50,0010100001
51,0010100001
52,0010100001
53,0010100001
54,0010100001
55,0010100001
56,0010100001
57,0010100001
58,0010100001
59,0010100001
5A,0010100001
5B,0010100001
5C,0010100001
5D,0010100001
5E,0010100001
5F,0010100001
60,0010100001
61,0010100001
62,0010100001
63,0010100001
64,0010100001
65,0010100001
66,0010100001
67,0010100001
68,0010100001
69,0010100001
6A,0010100001
6B,0010100001
6C,0010100001
6D,0010100001
6E,0010100001
6F,0010100001
70,0010100001
71,0010100001
72,0010100001
73,0010100001
74,0010100001
75,0010100001
76,0000111011
77,0010100001
78,0010000110
79,0010001000
7A,0010100001
7B,0010100001
7C,0010100001
7D,0010100001
7E,0010100001
7F,0010100001
80,0000000101
81,0000001001
82,0010100001
83,0010100001
84,0010100001
85,0010100001
86,0010100001
87,0010100001
88,0010100001
89,0010100001
8A,0010100001
8B,0010100001
8C,0010100001
8D,0010100001
8E,0010100001
8F,0010100001
90,0011010011
91,0011010111
92,0010100001
93,0010100001
94,0010100001
95,0010100001
96,0010100001
97,0010100001
98,0010100001
99,0010100001
9A,0010100001
9B,0010100001
9C,0010100001
9D,0010100001
9E,0010100001
9F,0010100001
A0,0000001101
A1,0000010001
A2,0010100001
A3,0010100001
A4,0010100001
A5,0010100001
A6,0010100001
A7,0010100001
A8,0011011011
A9,0011011111
AA,0010100001
AB,0010100001
AC,0010100001
AD,0010100001
AE,0010100001
AF,0010100001
B0,0010100010
B1,0010100110
B2,0010100001
B3,0010100001
B4,0010100001
B5,0010100001
B6,0010100001
B7,0010100001
B8,0010100001
B9,0010100001
BA,0010100001
BB,0010100001
BC,0010100001
BD,0010100001
BE,0010100001
BF,0010100001
C0,0010100001
C1,0010100001
C2,0001100011
C3,0001011001
C4,0010100001
C5,0010100001
C6,0010100001
C7,0010100001
C8,0010100001
C9,0010111100
CA,0001101110
CB,0010100001
CC,0010100001
CD,0000011010
CE,0010100001
CF,0010100001
D0,0010100001
D1,0010100001
D2,0010100001
D3,0010110000
D4,0010100001
D5,0010100001
D6,0010100001
D7,0010100001
D8,0010100001
D9,0010100001
DA,0010100001
DB,0000111100
DC,0010100001
DD,0010100001
DE,0010100001
DF,0010100001
E0,0010100001
E1,0010100001
E2,0010100001
E3,0010100001
E4,0010100001
E5,0010100001
E6,0000010101
E7,0010100001
E8,0010100001
E9,0010100001
EA,0010100001
EB,0010100001
EC,0010100001
ED,0010100001
EE,0011100011
EF,0010100001
F0,0010100001
F1,0010100001
F2,0010100001
F3,0010100001
F4,0010100001
F5,0010100001
F6,0010101010
F7,0010100001
F8,0010100001
F9,0010100001
FA,0001001110
FB,0010100001
FC,0010100001
FD,0010100001
FE,0010100001
FF,0010100001
